Organism,feature_number,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,Experiment,Replicate,DayNight,variable,value
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,3,Day,TF,575397.5977539048
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,4,Day,TF,377753.63459765766
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,236656.29106250178
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,117644.11887500001
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,1053438.0136250071
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,574110.5556796883
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,0
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,0
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,0
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,161224.11174999454
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2397454.3068749784
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2475317.820843824
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,72182.08539843652
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,0
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,0
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,0
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,TF,54929.72439843813
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,TF,73078.45434960799
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,TF,0
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,TF,0
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,437299.0799199195
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,244761.8074023457
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,268164.37927344034
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,240133.76249218604
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,1,Day,TF,437299.0799199195
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,2,Day,TF,244761.8074023457
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,3,Day,TF,268164.37927344034
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,4,Day,TF,240133.76249218604
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,25426667.151375007
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1212675.3595624762
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,14739077.927593753
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,18270033.591320217
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,35961857.885054775
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,44386865.384640455
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,34034319.81077742
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,36664918.56061748
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,0
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,0
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,0
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,1655959.9574687341
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,835220.7349687594
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,11145905.408796918
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,751611.7106875023
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,72353746.79346932
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,79266096.02575098
Pocillopora verrucosa,17069,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,13728322.149046995
Pocillopora verrucosa,17069,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,7760399.790500062
Pocillopora verrucosa,17069,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,6542731.927859392
Pocillopora verrucosa,17069,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,7186270.472515551
Pocillopora verrucosa,17171,434,Lipids and lipid-like molecules,0.582089552238806,superclass,67,Insilico,dorcierr,1,Day,TF,210135.77529687743
Pocillopora verrucosa,17171,434,Lipids and lipid-like molecules,0.582089552238806,superclass,67,Insilico,dorcierr,2,Day,TF,202670.65210351453
Pocillopora verrucosa,17171,434,Lipids and lipid-like molecules,0.582089552238806,superclass,67,Insilico,dorcierr,3,Day,TF,218676.06009374995
Pocillopora verrucosa,17171,434,Lipids and lipid-like molecules,0.582089552238806,superclass,67,Insilico,dorcierr,4,Day,TF,89766.29482031299
Pocillopora verrucosa,17546,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,1,Day,TF,3222047.3070312985
Pocillopora verrucosa,17546,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,2,Day,TF,2810934.835828197
Pocillopora verrucosa,17546,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,3,Day,TF,3548114.74547652
Pocillopora verrucosa,17546,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,4,Day,TF,3024036.310703123
Pocillopora verrucosa,17553,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,4199180.458531233
Pocillopora verrucosa,17553,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,2478674.2034843327
Pocillopora verrucosa,17553,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1025223.8997499745
Pocillopora verrucosa,17553,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2402172.1826641127
Pocillopora verrucosa,17580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,357626.4835976572
Pocillopora verrucosa,17580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,639439.4479726538
Pocillopora verrucosa,17580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,1740084.814570308
Pocillopora verrucosa,17580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Pocillopora verrucosa,17906,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,679351.2337109398
Pocillopora verrucosa,17906,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,639746.8512187466
Pocillopora verrucosa,17906,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,170477.35228125195
Pocillopora verrucosa,17906,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,192774.84837498725
Pocillopora verrucosa,18075,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,1118147.6324687456
Pocillopora verrucosa,18075,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,2772944.2384843887
Pocillopora verrucosa,18075,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,2586736.441195309
Pocillopora verrucosa,18075,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,3046655.1822500257
Pocillopora verrucosa,18113,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,0
Pocillopora verrucosa,18113,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,0
Pocillopora verrucosa,18113,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,0
Pocillopora verrucosa,18113,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Pocillopora verrucosa,19556,4896,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,405722.4747734418
Pocillopora verrucosa,19556,4896,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1415732.2749609118
Pocillopora verrucosa,19556,4896,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,657957.8207187493
Pocillopora verrucosa,19556,4896,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,1008336.6183749795
Pocillopora verrucosa,19657,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,10535695.397312399
Pocillopora verrucosa,19657,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,20370794.01661705
Pocillopora verrucosa,19657,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,6425885.963625034
Pocillopora verrucosa,19657,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,10135487.976187455
Pocillopora verrucosa,19845,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Pocillopora verrucosa,19845,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Pocillopora verrucosa,19845,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Pocillopora verrucosa,19845,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Pocillopora verrucosa,20161,37,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,8560484.588109363
Pocillopora verrucosa,20161,37,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,980380.898535152
Pocillopora verrucosa,20161,37,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,113688.7099003914
Pocillopora verrucosa,20161,37,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,445047.7731640578
Pocillopora verrucosa,20203,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,133671368.39876474
Pocillopora verrucosa,20203,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,132029016.42450051
Pocillopora verrucosa,20203,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,59032630.397156335
Pocillopora verrucosa,20203,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,92535029.51909386
Pocillopora verrucosa,20204,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,35966022.670656726
Pocillopora verrucosa,20204,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,34241682.42999948
Pocillopora verrucosa,20204,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,16069393.82700786
Pocillopora verrucosa,20204,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,28128544.227335818
Pocillopora verrucosa,20336,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,26892845.322937336
Pocillopora verrucosa,20336,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,30942220.80281253
Pocillopora verrucosa,20336,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,26601094.854000103
Pocillopora verrucosa,20336,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,29821443.192344032
Pocillopora verrucosa,20337,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,22361276.943999898
Pocillopora verrucosa,20337,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,28039751.19185944
Pocillopora verrucosa,20337,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,29455403.889488332
Pocillopora verrucosa,20337,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,30965660.321414303
Pocillopora verrucosa,20349,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,6322305.190781346
Pocillopora verrucosa,20349,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,6393712.27431239
Pocillopora verrucosa,20349,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,1944944.2750313
Pocillopora verrucosa,20349,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,5217124.990249977
Pocillopora verrucosa,20353,6137,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,15970791.882320318
Pocillopora verrucosa,20353,6137,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,4483554.976210868
Pocillopora verrucosa,20353,6137,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,3523669.70935939
Pocillopora verrucosa,20353,6137,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,528391.5017968722
Pocillopora verrucosa,20362,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,2658771.331093778
Pocillopora verrucosa,20362,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,3992927.80370313
Pocillopora verrucosa,20362,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,2313812.647031259
Pocillopora verrucosa,20362,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,2977811.9077656153
Pocillopora verrucosa,20365,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,17043293.001300763
Pocillopora verrucosa,20365,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,615967.7976797076
Pocillopora verrucosa,20365,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,121847.088031249
Pocillopora verrucosa,20365,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,651523.8095547118
Pocillopora verrucosa,20371,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,685626.9590703298
Pocillopora verrucosa,20371,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,813680.4853359261
Pocillopora verrucosa,20371,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,10759653.937507829
Pocillopora verrucosa,20371,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,531480.2676562316
Pocillopora verrucosa,20657,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,1,Day,TF,3986566.497343807
Pocillopora verrucosa,20657,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,2,Day,TF,4100600.7257031864
Pocillopora verrucosa,20657,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,3,Day,TF,3548114.74547652
Pocillopora verrucosa,20657,2248,"Amino acids, peptides, and analogues",0.7666666666666666,subclass,3,Insilico,dorcierr,4,Day,TF,3859559.0345937633
Pocillopora verrucosa,20717,80,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,11095666.044531183
Pocillopora verrucosa,20717,80,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,13815335.586062552
Pocillopora verrucosa,20717,80,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,9739266.12140627
Pocillopora verrucosa,20717,80,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,9755060.902250065
Porites lobata,7211,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,1,Day,TF,1770117.1558593782
Porites lobata,7211,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,2,Day,TF,1660135.5747187568
Porites lobata,7211,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,3,Day,TF,1341008.7058906315
Porites lobata,7211,167,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,Insilico,dorcierr,4,Day,TF,1883484.8896250115
Porites lobata,7223,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,TF,300376.2634531176
Porites lobata,7223,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,TF,5462454.455140642
Porites lobata,7223,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,TF,0
Porites lobata,7223,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,TF,1259535.685375024
Porites lobata,9228,772,Hydroxysteroids,1,subclass,1,Library,dorcierr,1,Day,TF,3665144.7000625078
Porites lobata,9228,772,Hydroxysteroids,1,subclass,1,Library,dorcierr,2,Day,TF,5925772.743937528
Porites lobata,9228,772,Hydroxysteroids,1,subclass,1,Library,dorcierr,3,Day,TF,3694460.966125005
Porites lobata,9228,772,Hydroxysteroids,1,subclass,1,Library,dorcierr,4,Day,TF,5305217.72614063
Porites lobata,9686,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,142153.63352734176
Porites lobata,9686,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,302046.17508984613
Porites lobata,9686,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,98727.8002734372
Porites lobata,9686,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Porites lobata,11580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,11580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,11580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,11580,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,11622,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,11622,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,11622,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,11622,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,12707,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,12707,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,12707,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,12707,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,187789.8447187474
Porites lobata,13040,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,13040,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,13040,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,13040,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,13051,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,13051,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,13051,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,13051,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,13201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,13201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,13201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,13201,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,13207,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,13207,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,27827.927539062533
Porites lobata,13207,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,13207,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,13242,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,0
Porites lobata,13242,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,13242,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,13242,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,14416,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,1,Day,TF,0
Porites lobata,14416,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,2,Day,TF,0
Porites lobata,14416,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,3,Day,TF,0
Porites lobata,14416,695,"Amino acids, peptides, and analogues",1.1,subclass,3,Insilico,dorcierr,4,Day,TF,0
Porites lobata,15087,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,TF,149617.6709062519
Porites lobata,15087,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,TF,0
Porites lobata,15087,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,TF,0
Porites lobata,15087,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,TF,0
Porites lobata,15101,2938,"Amino acids, peptides, and analogues",1.1,subclass,2,Insilico,dorcierr,1,Day,TF,0
Porites lobata,15101,2938,"Amino acids, peptides, and analogues",1.1,subclass,2,Insilico,dorcierr,2,Day,TF,0
Porites lobata,15101,2938,"Amino acids, peptides, and analogues",1.1,subclass,2,Insilico,dorcierr,3,Day,TF,0
Porites lobata,15101,2938,"Amino acids, peptides, and analogues",1.1,subclass,2,Insilico,dorcierr,4,Day,TF,0
Porites lobata,15119,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Porites lobata,15119,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Porites lobata,15119,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Porites lobata,15119,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Porites lobata,15362,1063,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,0
Porites lobata,15362,1063,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,0
Porites lobata,15362,1063,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,339672.64081250026
Porites lobata,15362,1063,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,0
Porites lobata,15438,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,1,Day,TF,0
Porites lobata,15438,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,2,Day,TF,0
Porites lobata,15438,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,3,Day,TF,0
Porites lobata,15438,141,"Amino acids, peptides, and analogues",1,subclass,3,Library,dorcierr,4,Day,TF,104569.69503515537
Porites lobata,15785,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,TF,358572.9706718768
Porites lobata,15785,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,TF,300364.5193085959
Porites lobata,15785,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,TF,70053.5622949222
Porites lobata,15785,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,TF,0
Porites lobata,15972,37,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,4975516.167749992
Porites lobata,15972,37,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,1314572.1116875056
Porites lobata,15972,37,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,710070.3461601582
Porites lobata,15972,37,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,589826.527175785
Porites lobata,15989,37,NA,NA,NA,NA,NA,dorcierr,1,Day,TF,323329.1341132696
Porites lobata,15989,37,NA,NA,NA,NA,NA,dorcierr,2,Day,TF,574043.8952089834
Porites lobata,15989,37,NA,NA,NA,NA,NA,dorcierr,3,Day,TF,0
Porites lobata,15989,37,NA,NA,NA,NA,NA,dorcierr,4,Day,TF,266744.9834218622
