feature_number,Organism,network,activity,xic,log10,ra,asin,log2_change,net_act,combined_ID,binary_ID,ZodiacMF,ZodiacScore,C,H,N,O,P,S,NOSC,dG
4081,Turf,924,recalcitrant,5566965.068687527,6.745221544430743,3.669176860345203e-4,3.6691769430276873e-4,-0.3548182884184665,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C16H27O6P,1,16,27,0,6,1,0,-1.25,95.925
4086,Dictyota,-1,recalcitrant,2548001.4639921794,6.406111560792259,7.2493077691788e-5,7.249307775969308e-5,1.7495727879915204,-4086,no matches;no matches;no matches;no matches,3,C14H37N4O2P2,1,14,37,4,2,2,0,-2.2142857142857144,123.40714285714286
4093,CCA,3220,recalcitrant,647392.7982812722,5.810584273908189,6.27271020152677e-5,6.272710206051462e-5,1.6409081394674403,3220,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,3,C23H22N3O3,0.752752753,23,22,3,3,0,0,-0.3043478260869561,68.97391304347825
4093,Dictyota,3220,recalcitrant,1000002.4577656225,5.999337665234897,2.858285085930073e-5,2.8582850863597863e-5,0.6706931491488801,3220,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,3,C23H22N3O3,0.752752753,23,22,3,3,0,0,-0.3043478260869561,68.97391304347825
4093,Turf,3220,recalcitrant,1414137.3352734407,6.149836090652074,9.394006154542e-5,9.39400616911113e-5,0.8614372540271711,3220,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,3,C23H22N3O3,0.752752753,23,22,3,3,0,0,-0.3043478260869561,68.97391304347825
4097,Dictyota,-1,recalcitrant,5605600.982812498,6.240391693716796,1.390392118075615e-4,1.3903921343311564e-4,-2.462514503522833,-4097,no matches;no matches;no matches;no matches,3,C15H29NO8,0.992492492,15,29,1,8,0,0,-0.666666666666667,79.30000000000001
4102,CCA,-1,accumolite,24882176.197777353,7.386803757312338,0.002325567406822546,0.0023255695091711744,0.29517854823496087,-4102,"Benzenemethanol, .alpha.-[(1R)-1-(methylamino)butyl]-, (.alpha.S)-rel-",1,C12H17N,1,12,17,1,0,0,0,-1.166666666666667,93.55000000000001
4102,Dictyota,-1,accumolite,26449921.223001946,7.41935854264805,7.622882677792494e-4,7.622883551101011e-4,1.046752742405439,-4102,"Benzenemethanol, .alpha.-[(1R)-1-(methylamino)butyl]-, (.alpha.S)-rel-",1,C12H17N,1,12,17,1,0,0,0,-1.166666666666667,93.55000000000001
4102,Pocillopora verrucosa,-1,accumolite,33590616.630148426,7.524759962728348,8.212520835819747e-4,8.212521810225019e-4,0.5999406337870365,-4102,"Benzenemethanol, .alpha.-[(1R)-1-(methylamino)butyl]-, (.alpha.S)-rel-",1,C12H17N,1,12,17,1,0,0,0,-1.166666666666667,93.55000000000001
4102,Turf,-1,accumolite,30050354.591941405,7.472817953521138,0.001963254789227025,0.0019632560699174503,1.3602509300905865,-4102,"Benzenemethanol, .alpha.-[(1R)-1-(methylamino)butyl]-, (.alpha.S)-rel-",1,C12H17N,1,12,17,1,0,0,0,-1.166666666666667,93.55000000000001
4109,CCA,1795,recalcitrant,7608700.961832023,6.486780285110305,9.047459476586505e-4,9.047464026551357e-4,-2.5117033662399706,1795,7-Ethoxy-4-methylcoumarin,2,C15H29N2O3P,1,15,29,2,3,1,0,-1.4666666666666668,102.1
4121,Dictyota,4574,recalcitrant,121233.42934961038,2.6923270885522124,2.9845466694823516e-6,2.984546669500075e-6,2.870765699091536,4574,"Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14",2,C14H26O6,1,14,26,0,6,0,0,-1,88.8
4121,Pocillopora verrucosa,4574,recalcitrant,280286.77776953246,5.340613899549967,7.05539666697985e-6,7.05539666711398e-6,2.6420819061898673,4574,"Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14",2,C14H26O6,1,14,26,0,6,0,0,-1,88.8
4121,Turf,4574,recalcitrant,108971.48570312664,5.027201958804882,7.0834111767788575e-6,7.083411176841342e-6,3.1030608076580917,4574,"Spectral Match to Hexanedioic acid, bis(2-ethylhexyl) ester from NIST14",2,C14H26O6,1,14,26,0,6,0,0,-1,88.8
4122,CCA,2293,recalcitrant,30923665.604136746,7.153209816102525,0.0024076119402341467,0.002407619026052727,-2.8363405953172705,2293,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",2,C11H14O3,1,11,14,0,3,0,0,-0.7272727272727275,81.02727272727273
4128,Dictyota,21,depletolite,29049928.22123453,7.360405539930559,7.572888354304807e-4,7.572889674753218e-4,-6.420618878264531,21,Isovaleryl-L-carnitine,2,C13H25NO4,1,13,25,1,4,0,0,-1.0769230769230766,90.99230769230769
4136,Pocillopora verrucosa,21,depletolite,2616793.5569336168,6.410544949535891,6.432365166176737e-5,6.4323651713374e-5,-6.6,21,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C20H39NO5,1,20,39,1,5,0,0,-1.2999999999999998,97.35
4136,Porites lobata,21,depletolite,4955445.746328151,6.6950326735569625,3.956982579993159e-4,3.9569826858607655e-4,-6.6,21,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C20H39NO5,1,20,39,1,5,0,0,-1.2999999999999998,97.35
4149,Dictyota,-1,recalcitrant,4345446.528453212,6.62233121856397,1.1899081793659812e-4,1.1899081823308751e-4,1.3017008222241464,-4149,no matches;no matches;no matches;no matches,3,C23H37NO7,1,23,37,1,7,0,0,-0.8695652173913047,85.08260869565218
4158,CCA,-1,recalcitrant,10992527.41939062,6.995595143613894,9.692333445426287e-4,9.692335194188689e-4,-0.06763883320701053,-4158,Imazethapyr,2,C14H21N,1,14,21,1,0,0,0,-1.2857142857142856,96.94285714285714
4158,Dictyota,-1,recalcitrant,9207134.858937517,6.8859877388985336,2.8027048267129117e-4,2.8027049079119273e-4,0.988397588685046,-4158,Imazethapyr,2,C14H21N,1,14,21,1,0,0,0,-1.2857142857142856,96.94285714285714
4158,Pocillopora verrucosa,-1,recalcitrant,11243963.729765609,7.028422330240424,2.783819387642112e-4,2.783819437758025e-4,0.31027351465960123,-4158,Imazethapyr,2,C14H21N,1,14,21,1,0,0,0,-1.2857142857142856,96.94285714285714
4158,Turf,-1,recalcitrant,9119490.370312441,6.886822773726037,5.771973090151015e-4,0.00057719736273785635,1.235962694490232,-4158,Imazethapyr,2,C14H21N,1,14,21,1,0,0,0,-1.2857142857142856,96.94285714285714
4168,Pocillopora verrucosa,87,depletolite,1213716.142710937,6.038982453569785,3.0243162547376202e-5,3.024316255512977e-5,-4.547114554520802,87,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C25H53N7O2P4,1,NA,NA,NA,NA,NA,NA,NA,NA
4174,Turf,2436,recalcitrant,3014199.7843671963,6.478556293945827,1.984973809813787e-4,1.984973822878037e-4,-0.7840044369999846,2436,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C16H26N3O2,1,16,26,3,2,0,0,-0.8125,83.45625
4177,Dictyota,-1,recalcitrant,39804429.05230862,7.59000763076255,0.0010978512313339949,0.0010978514562350178,-0.0930334875531307,-4177,Coenzyme Q1,2,C15H14NO,1,15,14,1,1,0,0,-0.5999999999999996,77.39999999999999
4178,CCA,-1,recalcitrant,20737828.311816446,6.988065992478606,0.0024508079652144454,0.0024508167236377085,-1.9096991365162925,-4178,Valerenic acid,2,C13H18O2,1,13,18,0,2,0,0,-1.0769230769230766,90.99230769230769
4186,Pocillopora verrucosa,1624,recalcitrant,43979524.51924608,7.643249388829425,0.0010703125972770081,0.0010703128033218788,-1.9869528136207557,1624,"Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14",2,C14H22O4,1,14,22,0,4,0,0,-1,88.8
4186,Porites lobata,1624,recalcitrant,28334196.30358595,7.171720815853904,0.002060156379193333,0.002060160771922024,-2.061767594425875,1624,"Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14",2,C14H22O4,1,14,22,0,4,0,0,-1,88.8
4186,Turf,1624,recalcitrant,22176156.71045118,7.34508053323213,0.0014594894068799087,0.0014594899256265116,-1.2636803516805681,1624,"Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14",2,C14H22O4,1,14,22,0,4,0,0,-1,88.8
4191,Porites lobata,-1,recalcitrant,20501054.60704297,6.920569672714995,0.001799642435382552,0.0017996459263638263,-3.878094849222294,-4191,Neoabietic acid,2,C18H24O3,1,18,24,0,3,0,0,-1,88.8
4197,CCA,-1,recalcitrant,2402012.4070898616,6.380315400166671,2.37462619559056e-4,2.3746262225963675e-4,1.5095144364022017,-4197,no matches;no matches;no matches;no matches,3,C18H22N2O5,1,18,22,2,5,0,0,-0.33333333333333304,69.79999999999998
4197,Dictyota,-1,recalcitrant,10546913.35867969,7.021080646843572,3.0310701107241626e-4,3.031070164268419e-4,-0.25232614226111455,-4197,no matches;no matches;no matches;no matches,3,C18H22N2O5,1,18,22,2,5,0,0,-0.33333333333333304,69.79999999999998
4197,Turf,-1,recalcitrant,9679887.795869142,6.9817354374510465,6.331291731192418e-4,6.331292158381347e-4,-0.6457066636299891,-4197,no matches;no matches;no matches;no matches,3,C18H22N2O5,1,18,22,2,5,0,0,-0.33333333333333304,69.79999999999998
4202,Porites lobata,-1,recalcitrant,12887099.591687866,7.077900947200271,0.0010716027316027166,0.0010716030669080192,-4.7422969564009145,-4202,no matches;no matches;no matches;no matches,3,C15H34N5O3P,1,15,34,5,3,1,0,-1.2000000000000002,94.5
4205,Pocillopora verrucosa,21,depletolite,19550151.98901181,7.290801888877264,4.74800066119361e-4,4.7480008397056655e-4,-6.6,21,Oleoyl-L-carnitine,2,C21H41NO5,1,21,41,1,5,0,0,-1.333333333333333,98.29999999999998
4216,Turf,-1,recalcitrant,27661260.88053128,7.440272277299423,0.0018168322266712358,0.0018168332262805428,0.15612912688903585,-4216,2-Hexyl-4-pentynoic acid,2,C11H21NO,1,11,21,1,1,0,0,-1.4545454545454541,101.75454545454545
4217,Porites lobata,165,recalcitrant,1293851.931007824,6.1086741989809425,1.0482185487175146e-4,1.0482185509286048e-4,0.7589839376377041,165,_130032,2,C19H28O6,1,19,28,0,6,0,0,-0.8421052631578947,84.3
4219,Pocillopora verrucosa,268,recalcitrant,1540904.6449609573,6.187678689780929,3.746159419493446e-5,3.74615942037264e-5,2.7429347479887105,268,Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,3,C11H23N2O3P,1,11,23,2,3,1,0,-1.4545454545454541,101.75454545454545
4224,CCA,2613,recalcitrant,20531744.740339812,7.031353312706607,0.0016152746329747877,0.0016152765935216447,-2.611376224585108,2613,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C20H33NO8,0.999499499,20,33,1,8,0,0,-0.7000000000000002,80.25
4224,Pocillopora verrucosa,2613,recalcitrant,19273163.524744153,6.768413055127223,4.936026411459545e-4,4.93602716303799e-4,-4.04510657337391,2613,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C20H33NO8,0.999499499,20,33,1,8,0,0,-0.7000000000000002,80.25
4226,Dictyota,13,recalcitrant,3995758.267246089,6.581106547715514,1.1788554359231225e-4,1.1788554400709016e-4,0.6748046314363165,13,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C17H25NO4,1,17,25,1,4,0,0,-0.8235294117647056,83.7705882352941
4227,Pocillopora verrucosa,813,recalcitrant,1941958.9546758006,6.274844031303115,4.7900564214064004e-5,4.790056423717903e-5,-6.6,813,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,3,C16H34N2O3,1,16,34,2,3,0,0,-1.375,99.4875
4230,Pocillopora verrucosa,512,recalcitrant,12000718.43692383,6.868487547653488,3.0471502917525254e-4,3.047150431264687e-4,-2.6673956629780036,512,Metanephrine,1,C10H13NO2,1,10,13,1,2,0,0,-0.5999999999999996,77.39999999999999
4237,Dictyota,1747,recalcitrant,44456632.317203104,7.620417700654819,0.001203842064355433,0.0012038423984232767,-0.8721852531029506,1747,Organic compounds;Benzenoids;Benzene and substituted derivatives;nan,3,C16H21NO5,1,16,21,1,5,0,0,-0.5,74.55
4263,Pocillopora verrucosa,-1,recalcitrant,34261642.882478595,7.5299891719580945,8.271437208442077e-4,8.27143817666211e-4,-5.734919832737251,-4263,no matches;no matches;no matches;no matches,3,C21H33NO6,1,21,33,1,6,0,0,-0.8571428571428568,84.72857142857141
4276,CCA,673,recalcitrant,22069996.872226536,7.1030457663246205,0.0017531115697283794,0.0017531138797178406,0.8345425643228779,673,Methyl jasmonate,2,C12H18O4,1,12,18,0,4,0,0,-0.833333333333333,84.04999999999998
4276,Dictyota,673,recalcitrant,5496323.109304715,6.740051240067429,1.561628436264055e-4,1.561628442995615e-4,3.2516379623765306,673,Methyl jasmonate,2,C12H18O4,1,12,18,0,4,0,0,-0.833333333333333,84.04999999999998
4276,Pocillopora verrucosa,673,recalcitrant,4292312.095070304,6.6285461552444715,1.05261194819119e-4,1.052611950347509e-4,3.168125415777615,673,Methyl jasmonate,2,C12H18O4,1,12,18,0,4,0,0,-0.833333333333333,84.04999999999998
4277,Dictyota,21,depletolite,9999863.50341211,6.9956362073881575,2.8904394486039365e-4,2.8904394975467297e-4,-6.16643814028051,21,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C11H21NO4,1,11,21,1,4,0,0,-0.9090909090909092,86.2090909090909
4277,Porites lobata,21,depletolite,3319266.02700781,6.46820710888097,2.5230705558288444e-4,2.523070593991889e-4,-4.826335454376675,21,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C11H21NO4,1,11,21,1,4,0,0,-0.9090909090909092,86.2090909090909
4278,Dictyota,1858,recalcitrant,33045567.522788774,7.517773108324535,9.474131957751833e-4,9.474133560223475e-4,-0.09765333744476266,1858,Tetrahydrocortisol 21-acetate,1,C21H34O4,1,21,34,0,4,0,0,-1.2380952380952381,95.58571428571429
4280,Dictyota,466,recalcitrant,5186662.59663671,6.284798924824504,1.652648096991188e-4,1.6526481246568128e-4,-6.6,466,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Fatty acids and conjugates,3,C20H45N4O5,1,20,45,4,5,0,0,-1.1500000000000004,93.07500000000002
4280,Porites lobata,466,recalcitrant,3510669.0141933523,3.423209971818774,3.1076177942948667e-4,3.107617994369309e-4,-6.6,466,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Fatty acids and conjugates,3,C20H45N4O5,1,20,45,4,5,0,0,-1.1500000000000004,93.07500000000002
4280,Turf,466,recalcitrant,2771855.1887304555,3.3719003057478525,1.6857941760247783e-4,1.6857942079638588e-4,-6.6,466,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Fatty acids and conjugates,3,C20H45N4O5,1,20,45,4,5,0,0,-1.1500000000000004,93.07500000000002
4281,Turf,427,recalcitrant,7696584.845136712,3.593664042581789,4.680929205812764e-4,4.680929889575031e-4,-5.9602911562376555,427,15-Ketoprostaglandin E1,2,C21H37NO5,1,21,37,1,5,0,0,-1.1428571428571432,92.87142857142858
4292,Dictyota,-1,recalcitrant,3296714.1607812373,6.5128949763637225,9.54477667116907e-5,9.544776689078381e-5,-0.0500312862080236,-4292,no matches;no matches;no matches;no matches,3,C17H27O3P,1,17,27,0,3,1,0,-1.5294117647058822,103.88823529411764
4302,Dictyota,474,recalcitrant,22503895.651603494,7.1535017461509485,5.730838792453177e-4,5.730839587612165e-4,-1.351007593964052,474,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;nan,3,C4H22N9O3P2,0.998298298,4,22,9,3,2,0,0.25,53.175
4312,Pocillopora verrucosa,355,recalcitrant,650290.9010546836,5.801272044062882,1.602775794655535e-5,1.6027757947404822e-5,3.39251193851518,355,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H28O8,1,18,28,0,8,0,0,-0.666666666666667,79.30000000000001
4315,CCA,3585,depletolite,2031419.163976563,6.306949864442476,1.963347658163738e-4,1.963347671899079e-4,-1.4465634057674497,3585,3-Cyclohexyl-L-alaninamide,2,C16H35NO3,1,16,35,1,3,0,0,-1.625,106.6125
4315,Dictyota,3585,depletolite,2478999.3171796957,6.393279907247055,6.971186171149045e-5,6.971186176867682e-5,-1.7870889515396826,3585,3-Cyclohexyl-L-alaninamide,2,C16H35NO3,1,16,35,1,3,0,0,-1.625,106.6125
4315,Pocillopora verrucosa,3585,depletolite,3357433.9041132852,6.525751704583955,8.187264570669518e-5,8.187264580033493e-5,-1.9558154692516656,3585,3-Cyclohexyl-L-alaninamide,2,C16H35NO3,1,16,35,1,3,0,0,-1.625,106.6125
4315,Porites lobata,3585,depletolite,2701713.169724617,6.431497901576444,2.1667429467616737e-4,2.1667429646007392e-4,-2.44346342803428,3585,3-Cyclohexyl-L-alaninamide,2,C16H35NO3,1,16,35,1,3,0,0,-1.625,106.6125
4315,Turf,3585,depletolite,2571453.0932382876,6.410166086290349,1.699640364792918e-4,1.6996403731062447e-4,-0.9557083693146017,3585,3-Cyclohexyl-L-alaninamide,2,C16H35NO3,1,16,35,1,3,0,0,-1.625,106.6125
4346,Dictyota,165,recalcitrant,59666106.25743754,7.668603438221432,0.0018329242718095745,0.001832926801233529,0.39166639379289436,165,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,C20H33NO5,1,20,33,1,5,0,0,-1,88.8
4348,Pocillopora verrucosa,155,depletolite,1350751.140781245,6.122826058367384,3.253933226904413e-5,3.2539332275094607e-5,-6.6,155,Creatinol,2,C11H21N3O,1,11,21,3,1,0,0,-0.9090909090909092,86.2090909090909
4360,Dictyota,-1,depletolite,57595669.704058565,7.758050676474979,0.0016118907158240406,0.0016118914156222554,-4.924779873544592,-4360,no matches;no matches;no matches;no matches,3,C19H28O5,1,19,28,0,5,0,0,-0.9473684210526319,87.30000000000001
4366,Pocillopora verrucosa,167,depletolite,14290196.304390613,7.15503060970541,3.4770591975549347e-4,3.4770592681204185e-4,-3.2180730933078365,167,Prostaglandin A1 methyl ester,2,C20H32O4,1,20,32,0,4,0,0,-1.2000000000000002,94.5
4371,Pocillopora verrucosa,375,recalcitrant,24934374.8418945,7.3967511501088,6.073861441865209e-4,6.07386182074248e-4,-0.7516894915378776,375,Endothal dimethyl ester,2,C12H14O4,1,12,14,0,4,0,0,-0.5,74.55
4381,Dictyota,-1,recalcitrant,24370015.39307817,7.385102993762704,6.997138004874353e-4,6.997138658340689e-4,1.8491139452784418,-4381,Brefeldin A,1,C16H20O2,1,16,20,0,2,0,0,-1,88.8
4402,Pocillopora verrucosa,923,recalcitrant,16008365.350804687,7.192576598016537,3.8473132663974783e-4,3.847313370240192e-4,-0.8579095089387433,923,D-.alpha.-Tocopherol succinate,2,C11H14O4,1,11,14,0,4,0,0,-0.5454545454545459,75.84545454545456
4403,CCA,924,recalcitrant,9262608.073693361,6.964476508003581,9.298494335624366e-4,9.298496103185671e-4,-0.2888308489000869,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C19H26N2O6,1,19,26,2,6,0,0,-0.4210526315789478,72.30000000000001
4403,Dictyota,924,recalcitrant,4045763.9323906135,6.606200565245572,1.1572119613789421e-4,1.1572119642459068e-4,1.3191017912385896,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C19H26N2O6,1,19,26,2,6,0,0,-0.4210526315789478,72.30000000000001
4403,Turf,924,recalcitrant,13583482.913566388,7.12619124698818,8.856687996159727e-4,8.856689186576208e-4,-1.0478927444591952,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C19H26N2O6,1,19,26,2,6,0,0,-0.4210526315789478,72.30000000000001
4405,Dictyota,1858,recalcitrant,175945014.86573893,8.245084320221098,0.005016735599702629,0.005016758431086395,-1.1908285321455714,1858,"NCGC00385055-01_C26H36O7_4H-Cyclopenta[a]cyclopropa[f]cycloundecen-4-one, 4a,7,8-tris(acetyloxy)-1,1a,4a,5,6,7,7a,8,9,10,11,11a-dodecahydro-1,1,3,6-tetramethyl-9-methylene-, (1aR,2E,4aR,6S,7S,7aR,8R,11aS)-",2,C23H41N4O5,1,23,41,4,5,0,0,-0.8260869565217392,83.84347826086957
4408,Dictyota,165,recalcitrant,23530746.889516234,7.355963048928989,6.910183021546342e-4,6.91018381338238e-4,0.026855315158792664,165,_130032,1,C18H27NO5,1,18,27,1,5,0,0,-0.7777777777777777,82.46666666666667
4411,CCA,-1,recalcitrant,1509259.7935175826,5.8149989503451085,1.789971991497944e-4,1.7899720262576794e-4,-2.1127924357977883,-4411,"13-Keto-9Z,11E-octadecadienoic acid",2,C13H31NO7P,1,13,31,1,7,1,0,-1.4615384615384617,101.95384615384616
4411,Porites lobata,-1,recalcitrant,2436683.404230472,6.087464180956936,2.1288247754273437e-4,2.1288248296746928e-4,-2.2607894036171574,-4411,"13-Keto-9Z,11E-octadecadienoic acid",2,C13H31NO7P,1,13,31,1,7,1,0,-1.4615384615384617,101.95384615384616
4417,Dictyota,924,recalcitrant,13407500.109292973,7.12473781456321,3.859465980293347e-4,3.859466092425514e-4,-1.6384342433812797,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C19H26N2O6,1,19,26,2,6,0,0,-0.4210526315789478,72.30000000000001
4417,Turf,924,recalcitrant,4314540.9811172085,6.613570536767141,2.783267723963521e-4,2.783267765669646e-4,-0.43341334696161476,924,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C19H26N2O6,1,19,26,2,6,0,0,-0.4210526315789478,72.30000000000001
4419,Pocillopora verrucosa,-1,recalcitrant,58623938.08715841,7.768009391339362,0.0014255283415393577,0.001425528826385073,-1.1536253147173494,-4419,no matches;no matches;no matches;no matches,3,C19H26N4O4,0.311611612,19,26,4,4,0,0,-0.3157894736842106,69.3
4438,Dictyota,474,recalcitrant,15114493.88728123,7.002074517547589,4.712977550920142e-4,4.7129780606266044e-4,-0.7154462494522169,474,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;nan,3,C12H16O6,1,12,16,0,6,0,0,-0.33333333333333304,69.79999999999998
4443,Dictyota,1409,recalcitrant,44372551.87965043,7.404332285445526,0.0011223096254212924,0.0011223102821251616,0.10776601736576469,1409,Dinor-12-oxophytodienoic acid,2,C17H26O3,1,17,26,0,3,0,0,-1.1764705882352944,93.8294117647059
4449,CCA,-1,recalcitrant,3488749.5305038826,6.542334209627374,3.45271429714753e-4,3.452714380643005e-4,-1.643958160998252,-4449,no matches;no matches;no matches;no matches,3,C9H22N5OP2,1,9,22,5,1,2,0,-1.666666666666667,107.80000000000001
4450,Pocillopora verrucosa,490,depletolite,2093228.8625350753,6.316602975468202,5.13357938399548e-5,5.133579386499656e-5,-2.8475925650185654,490,Picrotin,2,C12H36N15O4P,0.943143143,12,36,15,4,1,0,1,31.799999999999997
4451,CCA,-1,recalcitrant,526607.7605898491,5.670338461604064,5.713862946081234e-5,5.713862952821321e-5,1.533229039850939,-4451,no matches;no matches;no matches;no matches,3,C18H22O6,1,18,22,0,6,0,0,-0.5555555555555554,76.13333333333333
4451,Dictyota,-1,recalcitrant,10063356.62524813,6.936759303159783,2.6619583861317065e-4,2.661958433198972e-4,-0.2904772257070758,-4451,no matches;no matches;no matches;no matches,3,C18H22O6,1,18,22,0,6,0,0,-0.5555555555555554,76.13333333333333
4454,CCA,1409,recalcitrant,24787582.99925195,6.9574746816956985,0.0029562593712524274,0.0029562754897570387,-4.328094920488868,1409,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",1,C14H22O4,1,14,22,0,4,0,0,-1,88.8
4457,CCA,-1,recalcitrant,5183468.572531298,6.5932682455355405,4.3112770751042807e-4,4.3112773079351534e-4,0.4212816712845597,-4457,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,C13H19N,1,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308
4457,Dictyota,-1,recalcitrant,9760912.854390573,6.987043124159331,2.808502016049669e-4,2.8085020590862486e-4,0.6971491231367846,-4457,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,C13H19N,1,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308
4457,Pocillopora verrucosa,-1,recalcitrant,9635571.565406282,6.983514389086944,2.3505239569061794e-4,2.3505239791425485e-4,0.28740812010662953,-4457,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,C13H19N,1,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308
4457,Turf,-1,recalcitrant,7965098.476250019,6.887901587101817,5.164665489890136e-4,5.164665738585233e-4,1.111830460723703,-4457,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,C13H19N,1,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308
4463,Turf,-1,recalcitrant,133606335.14203915,7.859420477404199,0.009433779119977219,0.009434231603860902,-3.2366155251836064,-4463,N-Desalkylbuprenorphine,2,C15H23N,1,15,23,1,0,0,0,-1.333333333333333,98.29999999999998
4468,Dictyota,537,recalcitrant,27646527.873062655,7.441598652416334,7.83032247467211e-4,7.830323308688757e-4,-0.43999702758161263,537,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Amino acids, peptides, and analogues",3,C17H37NO9,0.9,17,37,1,9,0,0,-0.9411764705882355,87.12352941176471
4484,Dictyota,-1,recalcitrant,909920.6141406185,3.130016869169206,2.2400591594214825e-5,2.240059160170837e-5,1.8580714637367097,-4484,no matches;no matches;no matches;no matches,3,C12H22N2O2,1,12,22,2,2,0,0,-1,88.8
4484,Turf,-1,recalcitrant,987688.4318437473,5.983380315468244,6.65028241758248e-5,6.650282423804534e-5,0.16443977248461053,-4484,no matches;no matches;no matches;no matches,3,C12H22N2O2,1,12,22,2,2,0,0,-1,88.8
4485,Dictyota,190,recalcitrant,2784825.386374952,6.421877012348743,8.233149433668124e-5,8.233149448149492e-5,0.4413095788549018,190,Bergamotin,2,C18H31O,0.986386386,18,31,0,1,0,0,-1.6111111111111107,106.21666666666665
4489,Dictyota,1409,recalcitrant,49817178.21959565,7.274808716103928,0.0015868549684931986,0.0015868574099235275,-3.2829739020882256,1409,Costunolide,2,C16H24O3,1,16,24,0,3,0,0,-1.125,92.3625
4498,Dictyota,380,recalcitrant,39101731.7603496,7.181150433886658,9.741290705984746e-4,9.741295981183627e-4,-3.304787787462869,380,N-hexadecanoyl-L-Homoserine lactone,2,C22H32O6,1,22,32,0,6,0,0,-0.9090909090909092,86.2090909090909
4511,CCA,1119,recalcitrant,21939691.840250053,6.671718360709303,0.002639654456692326,0.00263966645368296,-3.664706661761602,1119,B10A09,2,C19H30O5,1,19,30,0,5,0,0,-1.0526315789473681,90.29999999999998
4514,Dictyota,1426,recalcitrant,69685744.87739468,7.781513133194415,0.0018472039521840124,0.0018472054829514483,-5.306262181432558,1426,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,3,C19H38O3P2,0.998098098,19,38,0,3,2,0,-2.2105263157894735,123.29999999999998
4515,CCA,350,recalcitrant,6058856.8470898485,6.425960481745699,4.703274387050693e-4,4.703274928485921e-4,-1.7472822842352749,350,Organic compounds;Benzenoids;Benzene and substituted derivatives;nan,3,C26H34O6,0.994794795,26,34,0,6,0,0,-0.8461538461538458,84.4153846153846
