DayNight,feature_number,CCA_log2,Dictyota_log2,Pocillopora verrucosa_log2,Porites lobata_log2,Turf_log2,Water control_log2,Organism,greater,lesser,FDR_greater,FDR_lesser,activity,CCA_xic,Dictyota_xic,Pocillopora verrucosa_xic,Porites lobata_xic,Turf_xic,Water control_xic,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,ZodiacMF,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,inchi,inchi_key
Day,7278,-2.6635000910177635,-3.7637156806401673,-2.3037093747227106,-2.212674321599708,-1.365358819783458,-4.178505757321619,CCA,0.9980719693253275,0.0019280306746725135,0.9999999999998594,0.030045470204064485,depletolite,1067369.6313280966,3431199.507218655,3025603.2016113237,2190975.636437477,1192643.3920156239,1725288.7278281674,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7284,-3.455910942816207,-2.625020784600517,-2.7068824409834735,-2.9827149637934482,-1.216042397078651,-2.100978590746827,CCA,0.9995575814279601,4.42418572039875e-4,0.9999999999998594,0.00910560333990784,depletolite,2522977.402480441,1790494.8324922295,2145832.5072147837,3671026.247769085,727563.6423281324,965775.6044189368,2521,Spectral Match to Dibutyl phthalate from NIST14,2,Purines and purine derivatives,0.98,CHEMONTID:0000245,4,CHEMONTID:0001797,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001797;CHEMONTID:0000245,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA,C21H34N6O4,Good,21,34,6,4,0,0,-0.3809523809523814,71.15714285714287,2,N/A,CHON,"InChI=1S/C21H34N6O4/c1-2-3-4-5-6-7-8-9-10-11-15(29)24-19-18-20(26-21(22)25-19)27(14-23-18)16-13-30-17(12-28)31-16/h14,16-17,28H,2-13H2,1H3,(H3,22,24,25,26,29)",JLEVWVXXVCZNMY-UHFFFAOYSA-N
Day,7295,-2.777604552272026,-1.9438048542459745,-4.230216709994306,-3.6944590866779343,-2.35816178183455,-0.6725921727001072,CCA,0.9995839183661848,4.1608163381520627e-4,0.9999999999998594,0.008614593826665842,depletolite,1215646.8983417968,777551.7708320313,501136.618543457,738572.3736093743,700495.5749633767,317402.89349316404,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.88,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C10H15N3O5,Low probability,10,15,3,5,0,0,0.3999999999999999,48.9,3,N/A,uncharacterized,"InChI=1S/C10H15N3O5/c11-5-1-2-7(10(17)18)13-8(14)4-3-6(12)9(15)16/h6-7H,2-4,11-12H2,(H,13,14)(H,15,16)(H,17,18)",OBHDCKAYMLKBCJ-UHFFFAOYSA-N
Day,7311,-8.138581305964093,0,-3.572485992537751,0,-9.55777329093783,-10.086125091400966,CCA,0.9999999999981659,1.834157324138805e-12,0.9999999999998594,1.5073322384138045e-10,depletolite,281810.45117578446,1000,794738.8410937452,1000,753661.7116523506,1086991.611390631,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7321,-1.279645243883362,-1.4810909851225105,-1.8764985178097648,-1.8195134587397659,-0.34039495084429144,-0.8772228894614779,CCA,0.9996523421544397,3.4765784556039977e-4,0.9999999999998594,0.007373742786219217,depletolite,1862150.3211953188,1841711.6658593635,3954395.2021094942,7394257.4141564015,564678.0281406313,1753689.0063281527,1885,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7324,-0.44956855895403486,0.9904399248081228,-0.018833595126391333,-1.7014819015364215,-1.2870738669863384,-0.8106210412260582,CCA,0.9983982236485316,0.0016017763514684852,0.9999999999998594,0.025999771039920024,depletolite,1805680.0671874988,1351489.7873906181,1434860.542570313,1333612.2127187457,1520414.1128749768,760165.3085156158,-1,Spectral Match to Tetrabutylammonium from NIST14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C16H35N,Good,16,35,1,0,0,0,-2,117.3,1,N/A,CHN,"InChI=1S/C16H35N/c1-4-7-8-9-10-11-12-13-16-17(14-5-2)15-6-3/h4-16H2,1-3H3",PZDWFYJPKCOVRV-UHFFFAOYSA-N
Day,7328,-3.884305061234907,-4.161701120803681,-1.2719059114550797,-2.715163048886488,-2.4688383180717373,-2.6029251789604673,CCA,0.999302755877907,6.972441220930511e-4,0.9999999999998594,0.013352417135910354,depletolite,3148023.446832044,8308495.865265632,2479636.3278945396,4294055.198847638,3612017.9673163854,2143062.8640234284,200,Spectral Match to Decaethylene glycol tridecyl ether from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,NA,NA
Day,7329,-2.6116073586578548,-3.9196923232610734,-1.472681863924044,-1.7964702151262784,-0.5766350121113016,-3.2039163633040113,CCA,0.9966414974529618,0.003358502547038165,0.9999999999998594,0.04549542717539688,depletolite,2258707.9044062556,12410811.42361696,1365397.8493164207,1840484.1120351586,745386.0026171864,2581468.1734023616,-1,Dicyclohexano-24-crown-8,2,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,C29H52N10O4,Low probability,29,52,10,4,0,0,-0.4827586206896548,74.05862068965516,2,"InChI=1S/C24H44O8/c1-2-6-22-21(5-1)29-17-13-25-9-10-27-15-19-31-23-7-3-4-8-24(23)32-20-16-28-12-11-26-14-18-30-22/h21-24H,1-20H2",uncharacterized,NA,NA
Day,7342,-2.6679294764382173,-3.712647861702289,-1.2588978838258489,-1.5925665946823382,-5.64194931314723,-4.494169458302707,CCA,0.9988811445858277,0.0011188554141722661,0.9999999999998594,0.01960308960444158,depletolite,1020114.0665664016,812016.1778046929,1899452.8098944991,514989.97117577353,1141872.702626981,1356918.349710939,-1,Alkyl phosphates,N/A,Alkyl phosphates,1,CHEMONTID:0003457,5,CHEMONTID:0000408,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,NA,NA,NA,C16H37N4O10P,Low probability,16,37,4,10,1,0,-0.625,78.1125,3,N/A,uncharacterized,NA,NA
Day,7354,-11.360169279031517,-1.4804159373352235,-1.385161735912857,11.27892659679353,0.25322165651046086,-11.115969748511516,CCA,0.9999999999962486,3.751461306052038e-12,0.9999999999998594,1.9850852892299537e-10,depletolite,2628764.6669609384,5930175.127730471,4296617.850414074,1000,1048720.479546871,2219424.2410937436,1463,Organic acids and derivatives#Organic oxygen compounds,3,Monoalkylamines,0.99,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,C11H33N10O6,Good,11,33,10,6,0,0,0.8181818181818183,36.98181818181817,3,N/A,CHON,NA,NA
Day,7355,-10.923550049373066,-5.343920260417834,-1.3194944234655523,-2.6185403863904004,-9.89448789091248,-11.711782497387146,CCA,0.9999999999993139,6.86053200972055e-13,0.9999999999998594,1.502996197087392e-10,depletolite,1942299.614628889,1812091.3279843312,2822340.4811250055,972141.569429694,951782.3499687426,3354268.582343675,550,Organic oxygen compounds#Lipids and lipid-like molecules#Organic acids and derivatives,3,Primary amines,0.95,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C20H22N23,Good,20,22,23,0,0,0,2.35,-6.675000000000011,3,N/A,CHN,NA,NA
Day,7360,-2.578723282241195,-1.622537589634809,-2.863598892388695,-2.047016960604944,-1.525302956666149,-1.8211086972028017,CCA,0.9981723548727605,0.0018276451272395348,0.9999999999998594,0.028852503855032168,depletolite,1537135.56987892,970917.4028515639,3875635.4398105205,4731582.965085905,1583637.246000008,1534507.034226561,-1,Alcohols and polyols,N/A,Alcohols and polyols,0.93,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C14H26O8,Bad quality,14,26,0,8,0,0,-0.7142857142857144,80.65714285714286,3,N/A,uncharacterized,"InChI=1S/C14H26O8/c1-7(2)14(9(6-16)22-14)3-4-20-13-12(19)11(18)10(17)8(5-15)21-13/h7-13,15-19H,3-6H2,1-2H3",UUOXNCMORFTINO-UHFFFAOYSA-N
Day,7362,-0.950775395562019,-8.685006771589482,2.175948486319154,-0.18288775347191177,-0.6315349842180206,0.36879239765453564,CCA,0.9995800023465151,4.1999765348486797e-4,0.9999999999998594,0.008690049155239295,depletolite,5245656.511332074,411573.6390625066,550336.1159218724,584606.3555585924,660825.6423359301,479653.6685351583,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C21H44O11,Bad quality,21,44,0,11,0,0,-1.0476190476190474,90.15714285714284,3,N/A,uncharacterized,NA,NA
Day,7365,-2.7896964742367363,-2.090378887862057,-2.243876327492165,-2.336207472206329,-3.1782211426806164,-4.163660963125468,CCA,0.9985629549644555,0.0014370450355445743,0.9999999999998594,0.023850783526126827,depletolite,578859.1166630691,757626.1869218755,696476.4908202656,840828.0723437803,1231717.274943352,588618.1393632634,200,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7394,-10.825387889950973,-9.095462423553997,-4.01815399813756,-0.3666518711861958,-10.316107113313548,-8.227640801423465,CCA,0.9999999999993002,6.997969763924836e-13,0.9999999999998594,1.502996197087392e-10,depletolite,1814539.6794374937,547024.7973593659,8278325.880347639,1894279.377132789,1274845.8648203008,10128711.615945315,87,Lipids and lipid-like molecules,3,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C26H45NO13,Good,26,45,1,13,0,0,-0.615384615384615,77.83846153846153,3,N/A,CHON,"InChI=1S/C26H45NO13/c1-22(28)27-5-7-33-9-11-35-13-15-37-17-19-39-21-20-38-18-16-36-14-12-34-10-8-32-6-4-25(31)40-26-23(29)2-3-24(26)30/h26H,2-21H2,1H3,(H,27,28)",UURPVCAOFRQSFV-UHFFFAOYSA-N
Day,7425,-3.485923531188259,-3.0146793208221276,-3.1595413924283235,-2.9585063173803436,-2.2259047397994576,-3.4661277404640995,CCA,0.999180541594622,8.194584053780716e-4,0.9999999999998594,0.015242837082421572,depletolite,1324031.2713866727,2333083.1385507537,1803941.8432695277,1590645.2850976686,1348201.3457969134,1290171.3449765525,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7453,-3.2750548404433313,-2.072616421991365,-2.8049096169932186,-2.626908440537298,-2.1114020377515974,-2.145204075756256,CCA,0.9992334992508618,7.665007491382171e-4,0.9999999999998594,0.014429778613409352,depletolite,1489771.2569980868,1222703.8542539328,1534810.5226532808,2409416.49443362,788989.6120439586,746930.0935361285,2521,Spectral Match to Bis(2-ethylhexyl) phthalate from NIST14,2,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C21H34N6O4,Good,21,34,6,4,0,0,-0.3809523809523814,71.15714285714287,2,N/A,CHON,"InChI=1S/C21H34N6O4/c1-2-3-4-5-6-7-8-9-10-11-23-20(30)17-15(28)16(29)21(31-17)27-13-26-14-18(22)24-12-25-19(14)27/h12-13,15-17,21,28-29H,2-11H2,1H3,(H,23,30)(H2,22,24,25)",BYVZQVBXRFZWMY-UHFFFAOYSA-N
Day,7459,-9.820501317553374,-2.7174961716752755,-2.7479050785887003,-10.064776302873751,-10.095784906727472,-8.366644031446928,CCA,0.9999999999990619,9.382186705447e-13,0.9999999999998594,1.502996197087392e-10,depletolite,904202.0119257628,1008764.6132656519,691815.2983163939,1071024.8976718949,1094294.173101537,6786930.157933534,183,Lipids and lipid-like molecules,3,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H45N4O7,Good,19,45,4,7,0,0,-1,88.8,3,N/A,CHON,NA,NA
Day,7470,-1.1927872511981636,-0.21586042210391182,-6.350856147486798,-1.4097852646890714,-4.19876042884253,1.5207525155722679,CCA,0.9986896110289876,0.001310388971012425,0.9999999999998594,0.022214311268350117,depletolite,166046.74042187282,223293.24290722553,81620.30222265566,122352.77666210939,741087.5826718798,24269.0161542966,398,"Methyl 2-(2,4-dichlorophenoxy)propionate",2,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C11H11NO2,Good,11,11,1,2,0,0,-0.3636363636363633,70.66363636363636,2,"InChI=1S/C10H10Cl2O3/c1-6(10(13)14-2)15-9-4-3-7(11)5-8(9)12/h3-6H,1-2H3",CHON,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)",GOLXRNDWAUTYKT-UHFFFAOYSA-N
Day,7505,-1.4834445554669913,-1.7570967802234363,-0.34575530148041705,-0.6586344169630413,-1.005114313369116,0.9866860518038494,CCA,0.9967062002795357,0.0032937997204643067,0.9999999999998594,0.0448852115286051,depletolite,43449176.535031065,2920290.0915839793,61694051.63456271,27541090.83000002,2094917.1814140487,75930.14245703221,80,Organic acids and derivatives,3,Alcohols and polyols,0.96,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C14H33N4O8P,Good,14,33,4,8,1,0,-0.7142857142857144,80.65714285714286,3,N/A,CHONP,NA,NA
Day,7514,-2.433162042201759,-3.888299077532092,-3.6939165365472593,-4.817481115477576,-2.3561498351769354,-2.493936090389626,CCA,0.999694451451669,3.055485483309835e-4,0.9999999999998594,0.006562042038567404,depletolite,5898418.442347652,13411268.143902346,9642768.073101565,8930937.447382811,5019988.034996091,3398559.63903125,336,Spectral Match to Ile-Pro from NIST14,1,Proline and derivatives,1,CHEMONTID:0004322,7,CHEMONTID:0000060,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0000060;CHEMONTID:0004322,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Proline and derivatives,NA,C11H20N2O3,Good,11,20,2,3,0,0,-0.7272727272727275,81.02727272727273,1,N/A,CHON,"InChI=1S/C11H20N2O3/c1-3-7(2)9(12)10(14)13-6-4-5-8(13)11(15)16/h7-9H,3-6,12H2,1-2H3,(H,15,16)",BBIXOODYWPFNDT-UHFFFAOYSA-N
Day,7523,-8.48499664392025,0,-6.421874518528535,0,-4.804876491989575,-6.041515135484078,CCA,0.999999999998537,1.4631062212552157e-12,0.9999999999998594,1.502996197087392e-10,depletolite,358293.1481093791,1000,85738.69292578215,1000,606363.6823486323,65868.42439648396,31,Arcaine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C15H28NO2,Good,15,28,1,2,0,0,-1.4000000000000004,100.20000000000002,2,"InChI=1S/C6H16N6/c7-5(8)11-3-1-2-4-12-6(9)10/h1-4H2,(H4,7,8,11)(H4,9,10,12)",CHON,"InChI=1S/C15H28NO2/c1-5-7-9-14(3)11-13(17)12-15(4,16(14)18)10-8-6-2/h5-12H2,1-4H3",BLPIJBTUDJIDSN-UHFFFAOYSA-N
Day,7536,-8.934951079260408,-8.49466822166216,-5.865311299128641,-5.191187268786663,-4.417091985271868,-11.061250942089515,CCA,0.9999999999987593,1.2406565204478992e-12,0.9999999999998594,1.502996197087392e-10,depletolite,489427.4061992187,360703.152433592,58295.446757811864,527691.5526953229,529514.4155937496,2136821.885601522,-1,Monocarboxylic acids and derivatives,N/A,Monocarboxylic acids and derivatives,0.82,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,C15H37N4O5,Good,15,37,4,5,0,0,-1,88.8,3,N/A,CHON,NA,NA
Day,7552,-1.2883378527356368,0.3628215831620495,1.03441679060305,-0.050713349217112735,1.0793467750757544,1.8331764291341606,CCA,0.9967823054712741,0.0032176945287258813,0.9999999999998594,0.0441048602650535,depletolite,5414771.328382816,1539728.8799453233,5488386.249927753,2073593.5494921491,13076347.347611308,1126283.918890624,-1,Oxymetholone,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C22H35N2O3P,Good,22,35,2,3,1,0,-1.2727272727272725,96.57272727272726,2,"InChI=1S/C21H32O3/c1-19-11-13(12-22)18(23)10-14(19)4-5-15-16(19)6-8-20(2)17(15)7-9-21(20,3)24/h12,14-17,22,24H,4-11H2,1-3H3/b13-12-/t14-,15+,16-,17-,19-,20-,21-/m0/s1",CHONP,"InChI=1S/C22H35N2O3P/c1-22(23,17-18-28(25,26)27)16-15-21-14-13-20(24(21)2)12-8-4-7-11-19-9-5-3-6-10-19/h3,5-6,9-10,13-14H,4,7-8,11-12,15-18,23H2,1-2H3,(H2,25,26,27)",FGDIYWRNPMOSBQ-UHFFFAOYSA-N
Day,7580,-2.061165235641832,-1.5766074005328343,-1.1717120321171157,-0.6330893406239487,-2.088600269337526,-1.9722893878075844,CCA,0.9998724670266457,1.2753297335435848e-4,0.9999999999998594,0.0029507962262019832,depletolite,1251328.3366835904,760348.9169335855,3603345.4451952893,3595246.8127968987,1087227.3227656283,577165.7221523374,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C21H31N2O6,Good,21,31,2,6,0,0,-0.6190476190476186,77.94285714285712,3,N/A,CHON,"InChI=1S/C21H31N2O6/c1-20(2)21(3,4)23(24)19(22-20)16-5-6-17-18(15-16)29-14-12-27-10-8-25-7-9-26-11-13-28-17/h5-6,15H,7-14H2,1-4H3",SRLGNKLUHOJUPU-UHFFFAOYSA-N
Day,7584,-3.2760423574167485,-2.415219857206814,-1.7596106601276773,-3.8648718705115495,-1.8421523086940985,-1.3303794886100293,CCA,0.9977821967963894,0.002217803203610718,0.9999999999998594,0.03346657575269189,depletolite,2464348.5454492015,2530030.1959043182,986566.9716562687,3824326.2949296674,1087203.3408632812,746856.3011171919,355,Organic acids and derivatives,3,Carbonyl compounds,0.8,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C19H35NO9,Good,19,35,1,9,0,0,-0.7368421052631575,81.29999999999998,3,N/A,CHON,"InChI=1S/C19H35NO9/c1-3-27-19(25)20-15-17(24)16(23)13(12-21)29-18(15)28-11-9-7-5-4-6-8-10-14(22)26-2/h13,15-18,21,23-24H,3-12H2,1-2H3,(H,20,25)",MIZGKYLRGQFXON-UHFFFAOYSA-N
Day,7586,-9.012338041630693,-3.8340514760529256,-1.339319475732044,-8.812667061749119,-2.7441817950847724,-1.5459352167739722,CCA,0.9999999999987716,1.2282774570786458e-12,0.9999999999998594,1.502996197087392e-10,depletolite,516397.4411601493,1381776.561257823,331306.64078124973,449652.6190859496,279843.9446289054,405146.70788670576,2369,N-acyl amines,N/A,N-acyl amines,0.87,CHEMONTID:0001096,5,CHEMONTID:0000331,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0000331;CHEMONTID:0001096,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,NA,NA,NA,C18H43N4O4,Good,18,43,4,4,0,0,-1.2777777777777777,96.71666666666667,3,N/A,CHON,NA,NA
Day,7611,-8.301490095953497,-8.141749060639528,-4.71852942153157,-7.681215815949896,-8.839770458872003,-7.5106747179905735,CCA,0.9999999999984435,1.5565572518328473e-12,0.9999999999998594,1.502996197087392e-10,depletolite,315498.6662187477,282429.90791016,330394.4306328078,205246.7853515622,458179.9314375012,182363.6927421872,-1,DETHIOBIOTIN,2,Carbonyl compounds,0.84,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C11H20N2O3,Good,11,20,2,3,0,0,-0.7272727272727275,81.02727272727273,2,N/A,CHON,"InChI=1S/C11H20N2O3/c1-16-11(15)13-8-7-12-10(14)9-5-3-2-4-6-9/h9H,2-8H2,1H3,(H,12,14)(H,13,15)",RGWHCTTXCWEBJZ-UHFFFAOYSA-N
Day,7626,-8.769385477556384,-8.19506991887781,-2.0241660382674582,-8.385955756814047,-4.129585937675872,-1.1679463368171596,CCA,0.9999999999986442,1.3558024080323263e-12,0.9999999999998594,1.502996197087392e-10,depletolite,436363.1541445244,293063.58782422007,587864.8580292996,334521.6460507803,365281.24959375145,103995.65145312622,-1,Primary amines,N/A,Primary amines,0.99,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,C7H29N17O8,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,NA,NA
Day,7645,-2.174913716822789,0.4139293274429756,-1.6443660093665313,-1.0149198005156779,-1.6578674623022915,-4.595808124796573,CCA,0.998907357367425,0.001092642632575019,0.9999999999998594,0.019247168977743038,depletolite,696844.7507773457,132725.75137499918,787553.2650038961,451160.84258495725,811104.3735214833,1033926.5392148397,1883,Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Alcohols and polyols,0.9,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,C14H24O7,Bad quality,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286,3,N/A,uncharacterized,"InChI=1S/C14H24O7/c15-7-13(8-16,9-17)14(1-10-3-18-10,2-11-4-19-11)21-6-12-5-20-12/h10-12,15-17H,1-9H2",NPTJWTAHFBMVSV-UHFFFAOYSA-N
Day,7679,-3.5029049189370953,-2.2567892577258792,-2.9088689948148634,-4.740691374393712,-3.6584607818643247,-2.354511560083812,CCA,0.9996877629463596,3.122370536404153e-4,0.9999999999998594,0.006693671194526617,depletolite,1881567.231800777,1308604.777132822,1365141.4836953098,4630966.784730468,1027730.30841406,709813.8420156197,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C19H35NO9,Good,19,35,1,9,0,0,-0.7368421052631575,81.29999999999998,3,N/A,CHON,"InChI=1S/C19H35NO9/c1-4-27-16(21)7-10-24-13-19(20,14-25-11-8-17(22)28-5-2)15-26-12-9-18(23)29-6-3/h4-15,20H2,1-3H3",SDVGDBABZRZRBL-UHFFFAOYSA-N
Day,7709,-1.8238171591212107,-1.377204571417987,-1.850425472032166,-2.2752067419010884,-1.6430373552309347,0.6844815284772704,CCA,0.9997514456214874,2.4855437851254656e-4,0.9999999999998594,0.005461096222605191,depletolite,817498.645189456,1366334.3284062548,1295067.364056643,1700748.499900376,1008268.5774511655,524213.8390273584,1594,Esculetin,2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C20H34O5,Good,20,34,0,5,0,0,-1.2000000000000002,94.5,2,N/A,CHO,"InChI=1S/C20H34O5/c1-3-4-8-13-18(21)14-11-12-17-25-20(23)16-10-7-5-6-9-15-19(22)24-2/h11,14H,3-10,12-13,15-17H2,1-2H3",ZOFHXRYERFKTSK-UHFFFAOYSA-N
Day,7716,-2.283238152391868,0.6990908970346961,-0.9452632014912256,1.1873172457868375,-1.6056955017796348,-0.17903387225864817,CCA,0.9969720386912766,0.0030279613087233676,0.9999999999998594,0.04217525929969598,depletolite,3234535.6123144487,2609623.3981054653,526825.6425996085,305871.0593164044,1486893.4828691478,787437.4950800741,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.83,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,C16H26O5,Good,16,26,0,5,0,0,-1,88.8,3,N/A,CHO,"InChI=1S/C16H26O5/c1-2-3-4-5-11(17)6-7-12-13(8-9-16(20)21)15(19)10-14(12)18/h12-14,18H,2-10H2,1H3,(H,20,21)",FGACPXKRXBKDQL-UHFFFAOYSA-N
