feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,benthic_exudate,microbial_accumulite,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
5696,1332,Organic acids and derivatives#Lipids and lipid-like molecules,3,Alcohols and polyols,0.99,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Low probability,29,46,2,12,0,0,-0.5517241379310347,76.02413793103449,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.015280707905027242,1,Turf,labile
5811,148,5-(Tetradecyloxy)-2-furoic acid,2,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,18,32,0,8,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C19H32O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-16-22-18-15-14-17(23-18)19(20)21/h14-15H,2-13,16H2,1H3,(H,20,21)",CHO,background,background,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
5816,-1,Suberylglycine,2,Amines,0.84,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,15,33,1,2,0,0,-1.7333333333333334,109.69999999999999,2,"InChI=1S/C10H17NO5/c12-8(11-7-10(15)16)5-3-1-2-4-6-9(13)14/h1-7H2,(H,11,12)(H,13,14)(H,15,16)",uncharacterized,background,background,Night,NA,NA,NA,NA,7.718858089643378e-9,1,Turf,labile
6008,81,"Benzenoids#Phenylpropanoids and polyketides#Lignans, neolignans and related compounds#Organic acids and derivatives",3,Ketals,0.82,CHEMONTID:0004472,6,CHEMONTID:0001656,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000254;CHEMONTID:0001656;CHEMONTID:0004472,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Acetals,Ketals,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,1.5029183171047748e-12,NA,NA,NA,NA,1,CCA,labile
6064,7143,8-methyl Nonanoic acid,2,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,15,18,10,2,0,0,1.0666666666666669,29.89999999999999,2,"InChI=1S/C10H20O2/c1-9(2)7-5-3-4-6-8-10(11)12/h9H,3-8H2,1-2H3,(H,11,12)/p-1",CHON,background,background,Night,5.446358706138767e-4,2.620288135000665e-4,NA,NA,NA,2,Algae,labile
6221,-1,Adipoyl-L-carnitine,2,Amines,0.93,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",uncharacterized,background,background,Night,NA,NA,NA,NA,0.047048046229870626,1,Turf,labile
6250,148,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Alcohols and polyols,0.94,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286,3,N/A,CHO,background,background,Night,NA,NA,1.7263106908970435e-11,NA,NA,1,Pocillopora verrucosa,labile
6411,-1,D-erythro-Sphinganine,2,Amines,0.81,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,16,35,1,2,0,0,-1.75,110.175,2,N/A,CHON,background,background,Night,1.4204059615244058e-11,0,NA,NA,0,3,Algae,labile
7071,887,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,17,30,2,4,0,0,-0.9411764705882355,87.12352941176471,3,N/A,CHON,background,background,Night,NA,NA,NA,NA,1.849076938841509e-4,1,Turf,labile
7087,918,1-Methyl-L-histidine,2,Carboxylic acid derivatives,0.95,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,17,31,2,6,0,0,-0.7647058823529411,82.09411764705882,2,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",CHON,background,background,Night,NA,NA,NA,NA,7.991620791614013e-5,1,Turf,labile
7092,918,1-Methyl-L-histidine,2,Carboxylic acid derivatives,0.97,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,20,31,3,3,0,0,-0.7999999999999998,83.1,2,"InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)",CHON,background,background,Night,NA,NA,0.020869192504234503,NA,7.861794243696179e-12,2,Cosmo,labile
7138,550,Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Carboxylic acid derivatives,0.93,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,23,32,4,7,0,0,-0.2608695652173916,67.73478260869565,3,N/A,uncharacterized,background,background,Night,NA,4.730387518914191e-5,NA,NA,NA,1,Dictyota,labile
7175,127,Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,18,7,2,0,0,0.5384615384615383,44.95384615384616,3,N/A,CHON,background,background,Night,NA,0.010118094248687273,NA,NA,0.007060489802673933,2,Fleshy Algae,labile
7176,1720,11-Deoxy-11-methyleneprostaglandin D2,2,Amines,0.86,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,8,23,5,3,1,0,-0.875,85.2375,2,"InChI=1S/C21H34O4/c1-3-4-7-10-17(22)13-14-18-16(2)15-20(23)19(18)11-8-5-6-9-12-21(24)25/h5,8,13-14,17-20,22-23H,2-4,6-7,9-12,15H2,1H3,(H,24,25)/b8-5-,14-13+/t17-,18-,19+,20-/m0/s1",uncharacterized,background,background,Night,NA,0.013401449000981157,NA,NA,NA,1,Dictyota,labile
7180,1158,Organic acids and derivatives#Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,0.008426780864234774,NA,NA,NA,NA,1,CCA,labile
7189,1302,Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic oxygen compounds,3,Primary amines,0.85,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,12,27,1,6,1,0,-1.416666666666667,100.67500000000001,3,N/A,CHONP,background,background,Night,NA,0.02343476478684974,NA,NA,NA,1,Dictyota,labile
7217,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,22,30,4,7,0,0,-0.18181818181818166,65.48181818181817,3,N/A,uncharacterized,background,background,Night,NA,0.0018040290736253445,NA,NA,NA,1,Dictyota,labile
7234,-1,"Methyl (4S,5R)-2,2,5-trimethyl-1,3-dioxolane-4-carboxylate",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,12,6,1,1,0,0,-0.08333333333333304,62.67499999999999,2,"InChI=1S/C8H14O4/c1-5-6(7(9)10-4)12-8(2,3)11-5/h5-6H,1-4H3/t5-,6+/m1/s1",uncharacterized,background,background,Night,NA,NA,NA,NA,4.7082315511014737e-4,1,Turf,labile
7262,21,Octanoylcarnitine,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,15,29,1,4,0,0,-1.2000000000000002,94.5,1,"InChI=1S/C15H29NO4/c1-5-6-7-8-9-10-15(19)20-13(11-14(17)18)12-16(2,3)4/h13H,5-12H2,1-4H3/t13-/m1/s1",CHON,background,background,Night,NA,NA,8.208349847233851e-7,0,3.4928319600174493e-4,3,Cosmo,labile
7273,13,Organoheterocyclic compounds,3,Monocarboxylic acids and derivatives,0.82,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Good,15,26,2,3,1,0,-1.2666666666666666,96.4,3,N/A,CHONP,background,background,Night,NA,NA,NA,NA,0.028710897100996058,1,Turf,labile
7279,-1,Monocarboxylic acids and derivatives,N/A,Monocarboxylic acids and derivatives,0.9,CHEMONTID:0001137,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001137,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,NA,8.476258689969493e-7,NA,NA,1,Pocillopora verrucosa,labile
7292,80,Alkaloids and derivatives#Benzenoids#Organoheterocyclic compounds,3,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,20,34,0,10,0,0,-0.7000000000000002,80.25,3,N/A,CHO,background,background,Night,1.4394198589369575e-4,NA,NA,NA,NA,1,CCA,labile
7311,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,0.004529512158412068,NA,NA,NA,1,Dictyota,labile
7342,-1,Alkyl phosphates,N/A,Alkyl phosphates,1,CHEMONTID:0003457,5,CHEMONTID:0000408,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,NA,NA,NA,Low probability,16,37,4,10,1,0,-0.625,78.1125,3,N/A,uncharacterized,background,background,Night,NA,0.004696715959591455,NA,NA,NA,1,Dictyota,labile
7347,-1,Spectral Match to Leu-Val from NIST14,1,Amino acids and derivatives,1,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Good,11,22,2,3,0,0,-0.9090909090909092,86.2090909090909,1,N/A,CHON,background,background,Night,0.005390543689022001,NA,NA,NA,NA,1,CCA,labile
7505,80,Organic acids and derivatives,3,Alcohols and polyols,0.96,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,14,33,4,8,1,0,-0.7142857142857144,80.65714285714286,3,N/A,CHONP,background,background,Night,0.002746510918121186,NA,NA,NA,NA,1,CCA,labile
7506,918,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0,1,Turf,labile
7645,1883,Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds,3,Alcohols and polyols,0.9,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Bad quality,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.01912406150902359,1,Turf,labile
7844,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.86,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,12,20,0,6,0,0,-0.666666666666667,79.30000000000001,3,N/A,CHO,background,background,Night,4.794160302845246e-8,NA,0,NA,NA,2,Corraline,labile
7973,-1,Alcohols and polyols,N/A,Alcohols and polyols,0.95,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,12,22,0,6,0,0,-0.833333333333333,84.04999999999998,3,N/A,CHO,background,background,Night,0.01788182098157172,NA,8.208763604521862e-4,NA,NA,2,Corraline,labile
7981,2599,Lipids and lipid-like molecules#Organic oxygen compounds,3,Carboxylic acid derivatives,0.94,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,16,26,0,8,0,0,-0.625,78.1125,3,N/A,CHO,background,background,Night,NA,NA,1.8899101069682603e-4,NA,NA,1,Pocillopora verrucosa,labile
7997,91,".DELTA.2-Androstene-1.alpha.,17.beta.-diol acetate",2,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Low probability,20,32,0,10,0,0,-0.5999999999999996,77.39999999999999,2,"InChI=1S/C21H32O3/c1-13(22)24-19-10-9-16-15-8-7-14-5-4-6-18(23)21(14,3)17(15)11-12-20(16,19)2/h4,6,14-19,23H,5,7-12H2,1-3H3/t14-,15+,16+,17+,18+,19+,20+,21+/m1/s1",uncharacterized,background,background,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
8307,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,26,38,18,4,0,0,0.9230769230769229,33.99230769230769,3,N/A,uncharacterized,background,background,Night,NA,NA,NA,NA,0.008204188644944783,1,Turf,labile
836,4466,Galanthamine,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,14,15,0,1,1,0,-1.2857142857142856,96.94285714285714,1,"InChI=1S/C17H21NO3/c1-18-8-7-17-6-5-12(19)9-14(17)21-16-13(20-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14?,17?/m0/s1",uncharacterized,background,background,Night,1.7403238756654843e-6,NA,2.166964337956542e-14,NA,NA,2,Corraline,labile
8394,87,Lipids and lipid-like molecules,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,19,33,17,5,0,0,1.473684210526316,18.29999999999999,3,N/A,uncharacterized,background,background,Night,NA,0.009321969042718583,NA,NA,NA,1,Dictyota,labile
8441,-1,Amino acids and derivatives,N/A,Amino acids and derivatives,0.92,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Low probability,16,21,3,8,0,0,0.25,53.175,3,N/A,uncharacterized,background,background,Night,NA,0.007650720244472534,NA,NA,NA,1,Dictyota,labile
8552,7,Organoheterocyclic compounds#Organic acids and derivatives,3,Alcohols and polyols,0.8,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,22,41,1,6,0,0,-1.1818181818181817,93.98181818181817,3,N/A,CHON,background,background,Night,NA,NA,3.4318692234097437e-4,NA,NA,1,Pocillopora verrucosa,labile
8577,422,Dinor-12-oxophytodienoic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,19,31,1,2,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C16H24O3/c1-2-3-5-9-14-13(11-12-15(14)17)8-6-4-7-10-16(18)19/h3,5,11-14H,2,4,6-10H2,1H3,(H,18,19)/b5-3-/t13-,14-/m0/s1",CHON,background,background,Night,NA,6.001813212691609e-4,NA,NA,NA,1,Dictyota,labile
8585,-1,Dicarboxylic acids and derivatives,N/A,Dicarboxylic acids and derivatives,0.89,CHEMONTID:0000346,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000346,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,NA,NA,NA,NA,Low probability,15,24,13,7,0,0,1.9333333333333331,5.200000000000003,3,N/A,uncharacterized,background,background,Night,7.951084382462023e-5,NA,1.8174169206278339e-6,NA,NA,2,Corraline,labile
8691,-1,Carbonyl compounds,N/A,Carbonyl compounds,0.89,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,17,25,5,5,0,0,0,60.3,3,N/A,uncharacterized,background,background,Night,NA,2.5327682251530877e-4,NA,NA,NA,1,Dictyota,labile
8711,-1,2-Hydroxyoctanoic acid,2,Carbonyl compounds,0.83,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,16,29,1,4,0,0,-1.125,92.3625,2,"InChI=1S/C8H16O3/c1-2-3-4-5-6-7(9)8(10)11/h7,9H,2-6H2,1H3,(H,10,11)",CHON,background,background,Night,NA,0.016402334323837663,NA,NA,NA,1,Dictyota,labile
8759,2248,Organic acids and derivatives#Organoheterocyclic compounds,3,"1,3,5-triazines",0.99,CHEMONTID:0004105,4,CHEMONTID:0000098,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000098;CHEMONTID:0004105,Organic compounds,Organoheterocyclic compounds,Triazines,"1,3,5-triazines",NA,NA,NA,NA,Good,10,22,13,2,1,0,1.6,14.699999999999996,3,N/A,CHONP,background,background,Night,NA,2.209221710538256e-11,NA,NA,0.004115903236960991,2,Fleshy Algae,labile
8914,434,Alkaloids and derivatives,3,Fatty acid methyl esters,0.92,CHEMONTID:0003417,5,CHEMONTID:0000324,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0000324;CHEMONTID:0003417,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,NA,NA,NA,Good,15,28,0,5,0,0,-1.2000000000000002,94.5,3,N/A,CHO,background,background,Night,NA,NA,0.002735074320657238,1.7799968630124523e-6,NA,2,Coral,labile
8929,21,Hexanoyl-L-carnitine,1,Amines,1,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,25,1,4,0,0,-1.0769230769230766,90.99230769230769,1,"InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/t11-/m1/s1",CHON,background,background,Night,NA,0.001764753224731523,NA,NA,NA,1,Dictyota,labile
9296,2651,Massbank:FFF00089 Dehydroepiandrosterone,2,Carbonyl compounds,0.94,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,12,25,1,2,0,0,-1.5,103.05,2,"1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14?,15?,16?,18?,19?/m0/s1",CHON,background,background,Night,NA,0.02003851013974562,NA,NA,NA,1,Dictyota,labile
9332,375,Organic nitrogen compounds#Benzenoids,3,Amines,0.86,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,19,27,2,6,0,0,-0.47368421052631593,73.8,3,N/A,CHON,background,background,Night,NA,0.034383528220469806,NA,NA,NA,1,Dictyota,labile
9435,21,Oleoyl-L-carnitine,2,Carbonyl compounds,0.95,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",CHON,background,background,Night,NA,NA,0.014453447806546324,2.2405656718452478e-4,NA,2,Coral,labile
9494,21,3-Hydroxyhexadecanoylcarnitine,1,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,23,45,1,5,0,0,-1.391304347826087,99.95217391304348,1,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",CHON,background,background,Night,NA,NA,0.004002144291653604,NA,NA,1,Pocillopora verrucosa,labile
9509,198,"9-Hydroperoxy-10E,12Z,15Z-octadecatrienoic acid",2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,19,36,0,6,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C18H30O4/c1-2-3-4-5-6-8-11-14-17(22-21)15-12-9-7-10-13-16-18(19)20/h3-4,6,8,11,14,17,21H,2,5,7,9-10,12-13,15-16H2,1H3,(H,19,20)/b4-3-,8-6-,14-11+/t17-/m1/s1",uncharacterized,background,background,Night,NA,NA,0.0033704375454374647,0.005585477959953445,NA,2,Coral,labile
9515,212,Spectral Match to Decaethylene glycol from NIST14,2,Alcohols and polyols,0.96,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,29,65,4,10,0,0,-1.137931034482759,92.73103448275862,2,N/A,CHON,background,background,Night,NA,NA,5.23259178037593e-12,NA,NA,1,Pocillopora verrucosa,labile
9522,813,4-Phenylbutylamine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,36,2,2,0,0,-1.4444444444444446,101.46666666666667,2,"InChI=1S/C10H15N/c11-9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9,11H2",CHON,background,background,Night,NA,NA,NA,NA,0.02819373257099939,1,Turf,labile
9686,21,Spectral Match to Lauroyl L-carnitine from NIST14,2,Carbonyl compounds,0.9,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,15,27,1,4,0,0,-1.0666666666666664,90.69999999999999,2,N/A,CHON,background,background,Night,NA,NA,NA,0.029173677259012185,NA,1,Porites lobata,labile
