feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level.x,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,chemical composition,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,Organism,lability,Experiment,Replicate,Timepoint,ra,color,inchi_key,inchi_string,inchi_1,inchi_2,inchi_3,inchi_4,inchi_5,inchi_6,inchi_7,inchi_8,level.y,classification
4360,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.99,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,28,0,5,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHO,Night,NA,4.24792615419118e-8,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,5.21280537704417e-4,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4450,490,Picrotin,2,Aminopyrimidines and derivatives,1,CHEMONTID:0001262,5,CHEMONTID:0000075,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075;CHEMONTID:0001262,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,NA,NA,NA,Low probability,12,36,15,4,1,0,1,31.799999999999997,2,"InChI=1S/C15H18O7/c1-12(2,18)6-7-10(16)20-8(6)9-13(3)14(7,19)4-5-15(13,22-5)11(17)21-9/h5-9,18-19H,4H2,1-3H3/t5-,6+,7-,8+,9-,13-,14-,15+/m1/s1",uncharacterized,Night,NA,0.006779213522527354,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,8.640152419606282e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4450,490,Picrotin,2,Aminopyrimidines and derivatives,1,CHEMONTID:0001262,5,CHEMONTID:0000075,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001346;CHEMONTID:0000075;CHEMONTID:0001262,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives,NA,NA,NA,Low probability,12,36,15,4,1,0,1,31.799999999999997,2,"InChI=1S/C15H18O7/c1-12(2,18)6-7-10(16)20-8(6)9-13(3)14(7,19)4-5-15(13,22-5)11(17)21-9/h5-9,18-19H,4H2,1-3H3/t5-,6+,7-,8+,9-,13-,14-,15+/m1/s1",uncharacterized,Night,NA,0.006779213522527354,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,8.314680491870068e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4457,-1,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308,1,"InChI=1S/C13H21NO/c1-4-14(5-2)11(3)13(15)12-9-7-6-8-10-12/h6-11,13,15H,4-5H2,1-3H3",CHN,Night,NA,NA,NA,0.021717796309299237,NA,1,Porites lobata,labile,dorcierr,1,Exudate,8.328711821859944e-4,#63ADBE,JMFCQRKXGIHOAN-UHFFFAOYSA-N,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylpropanes;Phenylpropanes;NA;NA;NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,"NA","NA","NA",5,Phenylpropanes
4457,-1,"(1S,2R)-2-(Diethylamino)-1-phenyl-1-propanol",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,13,19,1,0,0,0,-1.2307692307692308,95.37692307692308,1,"InChI=1S/C13H21NO/c1-4-14(5-2)11(3)13(15)12-9-7-6-8-10-12/h6-11,13,15H,4-5H2,1-3H3",CHN,Night,NA,NA,NA,0.021717796309299237,NA,1,Porites lobata,labile,dorcierr,2,Exudate,7.975519677436226e-4,#63ADBE,JMFCQRKXGIHOAN-UHFFFAOYSA-N,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylpropanes;Phenylpropanes;NA;NA;NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Phenylpropanes,"NA","NA","NA",5,Phenylpropanes
4484,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,12,22,2,2,0,0,-1,88.8,3,N/A,CHON,Night,NA,0.002575788030730804,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,6.368316351563466e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4484,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,12,22,2,2,0,0,-1,88.8,3,N/A,CHON,Night,NA,0.002575788030730804,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,4.6070915378599184e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4485,190,Bergamotin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,31,0,1,0,0,-1.6111111111111107,106.21666666666665,2,"InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-16-7-8-20(22)25-19(16)13-18-17(21)10-12-23-18/h5,7-10,12-13H,4,6,11H2,1-3H3/b15-9+",CHO,Night,NA,NA,NA,NA,0.03169187345742103,1,Turf,labile,dorcierr,1,Exudate,1.5157162442954915e-6,darkblue,DBMJZOMNXBSRED-OQLLNIDSSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Terpene lactones;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,"NA","NA","NA",5,Terpene lactones
4485,190,Bergamotin,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,18,31,0,1,0,0,-1.6111111111111107,106.21666666666665,2,"InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-16-7-8-20(22)25-19(16)13-18-17(21)10-12-23-18/h5,7-10,12-13H,4,6,11H2,1-3H3/b15-9+",CHO,Night,NA,NA,NA,NA,0.03169187345742103,1,Turf,labile,dorcierr,2,Exudate,1.376792901322242e-6,darkblue,DBMJZOMNXBSRED-OQLLNIDSSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Terpene lactones;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Terpene lactones,"NA","NA","NA",5,Terpene lactones
4583,550,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,26,36,4,9,0,0,-0.23076923076923084,66.87692307692308,3,N/A,CHON,Night,NA,0.032029572131410756,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,2.8188069975030065e-4,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4583,550,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,26,36,4,9,0,0,-0.23076923076923084,66.87692307692308,3,N/A,CHON,Night,NA,0.032029572131410756,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,2.5994456210754206e-4,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4665,1758,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.93,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,31,1,5,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHON,Night,NA,NA,NA,NA,5.551994723330465e-4,1,Turf,labile,dorcierr,1,Exudate,0.0013054873405116659,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4665,1758,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.93,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,31,1,5,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHON,Night,NA,NA,NA,NA,5.551994723330465e-4,1,Turf,labile,dorcierr,2,Exudate,0.0012086077266113113,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4831,-1,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,25,1,4,0,0,-1.0769230769230766,90.99230769230769,3,N/A,CHON,Night,NA,3.9281871873895645e-4,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,5.517342143319081e-4,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4831,-1,Amines,N/A,Amines,0.96,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,25,1,4,0,0,-1.0769230769230766,90.99230769230769,3,N/A,CHON,Night,NA,3.9281871873895645e-4,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,7.778921143649641e-4,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4883,3243,N-Undecanoyl-L-homoserine lactone,2,Monoalkylamines,0.92,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,22,45,1,7,0,0,-1.2727272727272725,96.57272727272726,2,"InChI=1S/C15H27NO3/c1-2-3-4-5-6-7-8-9-10-14(17)16-13-11-12-19-15(13)18/h13H,2-12H2,1H3,(H,16,17)/t13-/m0/s1",CHON,Night,NA,NA,NA,NA,3.9736377142129404e-6,1,Turf,labile,dorcierr,1,Exudate,2.782898966289158e-4,#3B9AB2,YAWJNUREPGJHSG-ZDUSSCGKSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;N-acyl-alpha amino acids and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,"NA",7,N-acyl-alpha amino acids and derivatives
4883,3243,N-Undecanoyl-L-homoserine lactone,2,Monoalkylamines,0.92,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Good,22,45,1,7,0,0,-1.2727272727272725,96.57272727272726,2,"InChI=1S/C15H27NO3/c1-2-3-4-5-6-7-8-9-10-14(17)16-13-11-12-19-15(13)18/h13H,2-12H2,1H3,(H,16,17)/t13-/m0/s1",CHON,Night,NA,NA,NA,NA,3.9736377142129404e-6,1,Turf,labile,dorcierr,2,Exudate,2.4332408895103846e-4,#3B9AB2,YAWJNUREPGJHSG-ZDUSSCGKSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;N-acyl-alpha amino acids and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,"NA",7,N-acyl-alpha amino acids and derivatives
4919,1783,Alcohols and polyols,N/A,Alcohols and polyols,0.89,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,9,16,0,5,0,0,-0.666666666666667,79.30000000000001,3,N/A,CHO,Night,NA,0.00556786806649013,NA,NA,NA,1,Dictyota,labile,dorcierr,1,Exudate,6.857769725828329e-5,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4919,1783,Alcohols and polyols,N/A,Alcohols and polyols,0.89,CHEMONTID:0000129,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA,NA,NA,NA,Good,9,16,0,5,0,0,-0.666666666666667,79.30000000000001,3,N/A,CHO,Night,NA,0.00556786806649013,NA,NA,NA,1,Dictyota,labile,dorcierr,2,Exudate,5.394439804851704e-5,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5056,5393,Treprostinil,2,Amines,0.98,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,27,1,1,0,0,-1.6923076923076925,108.53076923076924,2,"InChI=1S/C23H34O5/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27)/t16-,17-,18+,19-,21+/m0/s1",CHON,Night,0.0014908882293228208,NA,NA,NA,NA,1,CCA,labile,dorcierr,1,Exudate,4.86927995871799e-5,#3B9AB2,PAJMKGZZBBTTOY-ZFORQUDYSA-N,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenoxyacetic acid derivatives;Phenoxyacetic acid derivatives;NA;NA;NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives,"NA","NA","NA",5,Phenoxyacetic acid derivatives
5056,5393,Treprostinil,2,Amines,0.98,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,13,27,1,1,0,0,-1.6923076923076925,108.53076923076924,2,"InChI=1S/C23H34O5/c1-2-3-4-7-17(24)9-10-18-19-11-15-6-5-8-22(28-14-23(26)27)20(15)12-16(19)13-21(18)25/h5-6,8,16-19,21,24-25H,2-4,7,9-14H2,1H3,(H,26,27)/t16-,17-,18+,19-,21+/m0/s1",CHON,Night,0.0014908882293228208,NA,NA,NA,NA,1,CCA,labile,dorcierr,2,Exudate,5.357878806345254e-5,#3B9AB2,PAJMKGZZBBTTOY-ZFORQUDYSA-N,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenoxyacetic acid derivatives;Phenoxyacetic acid derivatives;NA;NA;NA,Organic compounds,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,Phenoxyacetic acid derivatives,"NA","NA","NA",5,Phenoxyacetic acid derivatives
5098,1319,Aconitic acid,2,Carbonyl compounds,0.9,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,20,0,6,0,0,-0.5714285714285712,76.58571428571427,2,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+",CHO,Night,NA,NA,5.279525797548955e-6,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,3.4649356654808933e-4,darkblue,GTZCVFVGUGFEME-HNQUOIGGSA-N,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives;Tricarboxylic acids and derivatives;NA;NA;NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,"NA","NA","NA",5,Tricarboxylic acids and derivatives
5098,1319,Aconitic acid,2,Carbonyl compounds,0.9,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,20,0,6,0,0,-0.5714285714285712,76.58571428571427,2,"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)/b3-1+",CHO,Night,NA,NA,5.279525797548955e-6,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,3.760272042422143e-4,darkblue,GTZCVFVGUGFEME-HNQUOIGGSA-N,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives;Tricarboxylic acids and derivatives;NA;NA;NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,"NA","NA","NA",5,Tricarboxylic acids and derivatives
5124,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,15,29,1,7,0,0,-0.7999999999999998,83.1,3,N/A,CHON,Night,NA,NA,NA,NA,6.372322786256505e-5,1,Turf,labile,dorcierr,1,Exudate,9.632445907362403e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5124,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,15,29,1,7,0,0,-0.7999999999999998,83.1,3,N/A,CHON,Night,NA,NA,NA,NA,6.372322786256505e-5,1,Turf,labile,dorcierr,2,Exudate,8.118700939751592e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,1432,Altretamine,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,9,14,0,2,0,0,-1.1111111111111107,91.96666666666665,1,N/A,CHO,Night,0.005810042125278061,NA,NA,NA,NA,1,CCA,labile,dorcierr,1,Exudate,6.429875196435311e-4,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,1432,Altretamine,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,9,14,0,2,0,0,-1.1111111111111107,91.96666666666665,1,N/A,CHO,Night,0.005810042125278061,NA,NA,NA,NA,1,CCA,labile,dorcierr,2,Exudate,7.271564593696809e-4,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5326,1158,(S)-Dibutyl 3-hydroxybutyl phosphate,2,Carboxylic acid derivatives,0.9,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,17,33,2,5,1,0,-1.2941176470588234,97.18235294117646,2,"InChI=1S/C12H27O5P/c1-4-6-9-15-18(14,16-10-7-5-2)17-11-8-12(3)13/h12-13H,4-11H2,1-3H3/t12-/m0/s1",CHONP,Night,3.0215764442964127e-4,NA,NA,NA,NA,1,CCA,labile,dorcierr,1,Exudate,4.5246333303515415e-4,#D1C74C,LJBNHONKIDIOPD-LBPRGKRZSA-N,Organic compounds;Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters;Alkyl phosphates;Trialkyl phosphates;NA;NA,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Trialkyl phosphates,"NA","NA",6,Trialkyl phosphates
5326,1158,(S)-Dibutyl 3-hydroxybutyl phosphate,2,Carboxylic acid derivatives,0.9,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,17,33,2,5,1,0,-1.2941176470588234,97.18235294117646,2,"InChI=1S/C12H27O5P/c1-4-6-9-15-18(14,16-10-7-5-2)17-11-8-12(3)13/h12-13H,4-11H2,1-3H3/t12-/m0/s1",CHONP,Night,3.0215764442964127e-4,NA,NA,NA,NA,1,CCA,labile,dorcierr,2,Exudate,4.232228069856339e-4,#D1C74C,LJBNHONKIDIOPD-LBPRGKRZSA-N,Organic compounds;Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters;Alkyl phosphates;Trialkyl phosphates;NA;NA,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Trialkyl phosphates,"NA","NA",6,Trialkyl phosphates
5371,-1,Bursin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,20,25,3,2,0,0,-0.5999999999999996,77.39999999999999,1,"InChI=1S/C14H25N7O3/c15-4-2-1-3-10(16)13(23)21-11(5-9-6-18-8-20-9)14(24)19-7-12(17)22/h6,8,10-11H,1-5,7,15-16H2,(H2,17,22)(H,18,20)(H,19,24)(H,21,23)",uncharacterized,Night,NA,NA,NA,NA,3.7367026392413547e-4,1,Turf,labile,dorcierr,1,Exudate,3.3946960639130806e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5371,-1,Bursin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,20,25,3,2,0,0,-0.5999999999999996,77.39999999999999,1,"InChI=1S/C14H25N7O3/c15-4-2-1-3-10(16)13(23)21-11(5-9-6-18-8-20-9)14(24)19-7-12(17)22/h6,8,10-11H,1-5,7,15-16H2,(H2,17,22)(H,18,20)(H,19,24)(H,21,23)",uncharacterized,Night,NA,NA,NA,NA,3.7367026392413547e-4,1,Turf,labile,dorcierr,2,Exudate,2.976344697286154e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5380,148,Citric acid,2,Secondary alcohols,0.9,CHEMONTID:0001661,5,CHEMONTID:0000129,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129;CHEMONTID:0001661,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,NA,NA,NA,Good,18,32,0,8,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CHO,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,0.004092267715288118,darkblue,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives;Tricarboxylic acids and derivatives;NA;NA;NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,"NA","NA","NA",5,Tricarboxylic acids and derivatives
5380,148,Citric acid,2,Secondary alcohols,0.9,CHEMONTID:0001661,5,CHEMONTID:0000129,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000129;CHEMONTID:0001661,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,NA,NA,NA,Good,18,32,0,8,0,0,-0.8888888888888893,85.63333333333334,2,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CHO,Night,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,0.004508036482823748,darkblue,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives;Tricarboxylic acids and derivatives;NA;NA;NA,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,"NA","NA","NA",5,Tricarboxylic acids and derivatives
5451,3143,Monoalkylamines,N/A,Monoalkylamines,0.99,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Bad quality,15,32,4,5,0,0,-0.666666666666667,79.30000000000001,3,N/A,uncharacterized,Night,NA,NA,NA,NA,0,1,Turf,labile,dorcierr,1,Exudate,1.1060468820418753e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5451,3143,Monoalkylamines,N/A,Monoalkylamines,0.99,CHEMONTID:0000469,6,CHEMONTID:0002450,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450;CHEMONTID:0000469,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,Monoalkylamines,NA,NA,Bad quality,15,32,4,5,0,0,-0.666666666666667,79.30000000000001,3,N/A,uncharacterized,Night,NA,NA,NA,NA,0,1,Turf,labile,dorcierr,2,Exudate,1.032026728107229e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5494,80,Carbonyl compounds,N/A,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,20,34,0,9,0,0,-0.7999999999999998,83.1,3,N/A,CHO,Night,NA,NA,NA,5.869501999424562e-4,NA,1,Porites lobata,labile,dorcierr,1,Exudate,9.600869107675406e-4,darkblue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
